50,0.0026601964749981256,0.0035893414249964437,0.0032783627666731264,0.002839361741663045,0.000211423187641644,0.0009557017089783117,0.0004629629174809225,8.31642441443632e-05
60,0.0039958028499995635,0.0036552763999945156,0.004058702008330783,0.0035095368166707885,8.25066175736923e-05,0.00023490885716492257,0.00035276301401701034,0.00012046833648496291
70,0.00784182111666875,0.008454626366665252,0.005498623058338126,0.006161609708332586,0.0035770006651168144,0.0041705299645875445,0.00031828814595706475,0.0022679800374902272
80,0.007948609866669662,0.00836294590833783,0.006621611758331862,0.007058303266664249,0.0009729185960901864,0.0032468713822625143,5.323800762371824e-05,0.0005588514819340501
90,0.01570333091666119,0.006872440150001088,0.008012249358330337,0.008960532741673433,0.01564404848806167,0.00012121059663357291,0.0003389883245954324,0.0006983692903937702
100,0.010559078541662832,0.010014689025001643,0.013455243333332118,0.010571358716670906,6.568661542339536e-05,0.00046576867354321846,0.00030012036572440705,0.00017454191080627823
110,0.012517920916665539,0.01103184314167341,0.015072529333338023,0.012210755358330515,0.0001817822929901346,0.00010626692429055866,0.00016712728105560009,0.00030838688110482106
120,0.01626582190000363,0.01128995933333575,0.01366305084167152,0.02732376249166085,0.0002868853016288324,0.000612427762576659,0.0015995999264161516,0.013205864958347233
130,0.024194637824996337,0.01794810707499816,0.02277966294999487,0.02098572938333518,0.006213732848040944,0.0004806253293518128,0.0004995942945545543,0.0005006526750848441
140,0.026282962675001423,0.020194449224997395,0.03189073429166835,0.027916695533330465,0.0008403062017269591,0.0021973483959944317,0.01987139422337197,0.0016886861647902453
150,0.03420438478333002,0.02290659713333222,0.029775508500002462,0.028603379058332244,0.0036283548162180062,0.000305690861894689,0.0003604092451065859,0.0009169707281399124
160,0.041921553033337965,0.033197855291666654,0.048858906924995914,0.048826965849995456,0.013488178479865748,0.0053759971690194525,0.011693130158750517,0.002831734457452727
170,0.06012623494999996,0.04790306606666187,0.0489144686249953,0.052138413041662564,0.010716300257709947,0.003444341119658249,0.0028720696864600968,0.012810942305754955
180,0.05775088133333763,0.05160181706665981,0.05256810285000029,0.05072434913333079,0.009441898229773205,0.0157302570941073,0.010143145362359576,0.0024101722947336233
190,0.07556373470832796,0.05113519232500039,0.06803280633333392,0.06065660210832675,0.028929433957743025,0.004883712574485849,0.004129450903820862,0.0007527273547841833
200,0.07512291982499923,0.04522921442500471,0.05055905527500121,0.06546496820001267,0.009202568019265861,0.0016769146143343532,0.007679087411038869,0.0006506695130152151
